X1,Name,judge_country,number,segment,skater,skater_country,TSS
45,Richard KOSINA,CZE,8,2017 Grand Prix RCM Ice Dance Short,Kuzmichova/Sinicyn,CZE,55.9
105,Anna KANTOR,ISR,9,2017 Grand Prix RCM Ice Dance Short,Kuzmichova/Sinicyn,CZE,55.6
5,Alexandre GOROJDANOV,BLR,1,2017 Grand Prix RCM Ice Dance Short,Agafonova/Ucar,TUR,56
612,Ece ESEN,TUR,2,2017 Grand Prix RCM Ice Dance Short,Agafonova/Ucar,TUR,60
380,Maira ABASOVA,RUS,3,2017 Grand Prix RCM Ice Dance Short,Agafonova/Ucar,TUR,55.6
328,Jezabel DABOUIS,FRA,4,2017 Grand Prix RCM Ice Dance Short,Agafonova/Ucar,TUR,48.6
261,Karen BUTCHER,CAN,5,2017 Grand Prix RCM Ice Dance Short,Agafonova/Ucar,TUR,49.8
122,John MILLIER,USA,6,2017 Grand Prix RCM Ice Dance Short,Agafonova/Ucar,TUR,50.2
238,Simona SPALLUTO,ITA,7,2017 Grand Prix RCM Ice Dance Short,Agafonova/Ucar,TUR,54.4
45,Richard KOSINA,CZE,8,2017 Grand Prix RCM Ice Dance Short,Agafonova/Ucar,TUR,51
105,Anna KANTOR,ISR,9,2017 Grand Prix RCM Ice Dance Short,Agafonova/Ucar,TUR,53.9
5,Alexandre GOROJDANOV,BLR,1,2017 Grand Prix RCM Ice Dance Free,Shibutani/Shibutani,USA,110.4
612,Ece ESEN,TUR,2,2017 Grand Prix RCM Ice Dance Free,Shibutani/Shibutani,USA,106.9
380,Maira ABASOVA,RUS,3,2017 Grand Prix RCM Ice Dance Free,Shibutani/Shibutani,USA,112.7
328,Jezabel DABOUIS,FRA,4,2017 Grand Prix RCM Ice Dance Free,Shibutani/Shibutani,USA,113.3
261,Karen BUTCHER,CAN,5,2017 Grand Prix RCM Ice Dance Free,Shibutani/Shibutani,USA,113.3
122,John MILLIER,USA,6,2017 Grand Prix RCM Ice Dance Free,Shibutani/Shibutani,USA,114.3
238,Simona SPALLUTO,ITA,7,2017 Grand Prix RCM Ice Dance Free,Shibutani/Shibutani,USA,109.5
45,Richard KOSINA,CZE,8,2017 Grand Prix RCM Ice Dance Free,Shibutani/Shibutani,USA,111.5
105,Anna KANTOR,ISR,9,2017 Grand Prix RCM Ice Dance Free,Shibutani/Shibutani,USA,112.7
5,Alexandre GOROJDANOV,BLR,1,2017 Grand Prix RCM Ice Dance Free,Bobrova/Soloviev,RUS,113.9
612,Ece ESEN,TUR,2,2017 Grand Prix RCM Ice Dance Free,Bobrova/Soloviev,RUS,108.6
380,Maira ABASOVA,RUS,3,2017 Grand Prix RCM Ice Dance Free,Bobrova/Soloviev,RUS,111.6
328,Jezabel DABOUIS,FRA,4,2017 Grand Prix RCM Ice Dance Free,Bobrova/Soloviev,RUS,108.4
261,Karen BUTCHER,CAN,5,2017 Grand Prix RCM Ice Dance Free,Bobrova/Soloviev,RUS,109.3
122,John MILLIER,USA,6,2017 Grand Prix RCM Ice Dance Free,Bobrova/Soloviev,RUS,103.1
238,Simona SPALLUTO,ITA,7,2017 Grand Prix RCM Ice Dance Free,Bobrova/Soloviev,RUS,104.7
45,Richard KOSINA,CZE,8,2017 Grand Prix RCM Ice Dance Free,Bobrova/Soloviev,RUS,110.6
105,Anna KANTOR,ISR,9,2017 Grand Prix RCM Ice Dance Free,Bobrova/Soloviev,RUS,107
5,Alexandre GOROJDANOV,BLR,1,2017 Grand Prix RCM Ice Dance Free,Stepanova/Bukin,RUS,112.1
612,Ece ESEN,TUR,2,2017 Grand Prix RCM Ice Dance Free,Stepanova/Bukin,RUS,103.1
380,Maira ABASOVA,RUS,3,2017 Grand Prix RCM Ice Dance Free,Stepanova/Bukin,RUS,110.6
328,Jezabel DABOUIS,FRA,4,2017 Grand Prix RCM Ice Dance Free,Stepanova/Bukin,RUS,105.6
261,Karen BUTCHER,CAN,5,2017 Grand Prix RCM Ice Dance Free,Stepanova/Bukin,RUS,104.2
122,John MILLIER,USA,6,2017 Grand Prix RCM Ice Dance Free,Stepanova/Bukin,RUS,111
238,Simona SPALLUTO,ITA,7,2017 Grand Prix RCM Ice Dance Free,Stepanova/Bukin,RUS,105.4
45,Richard KOSINA,CZE,8,2017 Grand Prix RCM Ice Dance Free,Stepanova/Bukin,RUS,110.6
105,Anna KANTOR,ISR,9,2017 Grand Prix RCM Ice Dance Free,Stepanova/Bukin,RUS,107.5
5,Alexandre GOROJDANOV,BLR,1,2017 Grand Prix RCM Ice Dance Free,Gilles/Poirier,CAN,99.6
612,Ece ESEN,TUR,2,2017 Grand Prix RCM Ice Dance Free,Gilles/Poirier,CAN,101.4
380,Maira ABASOVA,RUS,3,2017 Grand Prix RCM Ice Dance Free,Gilles/Poirier,CAN,102
328,Jezabel DABOUIS,FRA,4,2017 Grand Prix RCM Ice Dance Free,Gilles/Poirier,CAN,105.3
261,Karen BUTCHER,CAN,5,2017 Grand Prix RCM Ice Dance Free,Gilles/Poirier,CAN,106
122,John MILLIER,USA,6,2017 Grand Prix RCM Ice Dance Free,Gilles/Poirier,CAN,103.2
238,Simona SPALLUTO,ITA,7,2017 Grand Prix RCM Ice Dance Free,Gilles/Poirier,CAN,100.9
45,Richard KOSINA,CZE,8,2017 Grand Prix RCM Ice Dance Free,Gilles/Poirier,CAN,103.4
105,Anna KANTOR,ISR,9,2017 Grand Prix RCM Ice Dance Free,Gilles/Poirier,CAN,102.1
5,Alexandre GOROJDANOV,BLR,1,2017 Grand Prix RCM Ice Dance Free,Guignard/Fabbri,ITA,107.9
612,Ece ESEN,TUR,2,2017 Grand Prix RCM Ice Dance Free,Guignard/Fabbri,ITA,102.1
380,Maira ABASOVA,RUS,3,2017 Grand Prix RCM Ice Dance Free,Guignard/Fabbri,ITA,101.3
328,Jezabel DABOUIS,FRA,4,2017 Grand Prix RCM Ice Dance Free,Guignard/Fabbri,ITA,101.1
261,Karen BUTCHER,CAN,5,2017 Grand Prix RCM Ice Dance Free,Guignard/Fabbri,ITA,103.6
122,John MILLIER,USA,6,2017 Grand Prix RCM Ice Dance Free,Guignard/Fabbri,ITA,104.6
238,Simona SPALLUTO,ITA,7,2017 Grand Prix RCM Ice Dance Free,Guignard/Fabbri,ITA,101.6
45,Richard KOSINA,CZE,8,2017 Grand Prix RCM Ice Dance Free,Guignard/Fabbri,ITA,98.9
105,Anna KANTOR,ISR,9,2017 Grand Prix RCM Ice Dance Free,Guignard/Fabbri,ITA,101
5,Alexandre GOROJDANOV,BLR,1,2017 Grand Prix RCM Ice Dance Free,Popova/Mozgov,RUS,98.5
612,Ece ESEN,TUR,2,2017 Grand Prix RCM Ice Dance Free,Popova/Mozgov,RUS,99.2
380,Maira ABASOVA,RUS,3,2017 Grand Prix RCM Ice Dance Free,Popova/Mozgov,RUS,100.3
328,Jezabel DABOUIS,FRA,4,2017 Grand Prix RCM Ice Dance Free,Popova/Mozgov,RUS,101.7
261,Karen BUTCHER,CAN,5,2017 Grand Prix RCM Ice Dance Free,Popova/Mozgov,RUS,95.8
122,John MILLIER,USA,6,2017 Grand Prix RCM Ice Dance Free,Popova/Mozgov,RUS,99.8
238,Simona SPALLUTO,ITA,7,2017 Grand Prix RCM Ice Dance Free,Popova/Mozgov,RUS,99.9
45,Richard KOSINA,CZE,8,2017 Grand Prix RCM Ice Dance Free,Popova/Mozgov,RUS,103.7
105,Anna KANTOR,ISR,9,2017 Grand Prix RCM Ice Dance Free,Popova/Mozgov,RUS,98.5
5,Alexandre GOROJDANOV,BLR,1,2017 Grand Prix RCM Ice Dance Free,Lauriault/Le Gac,FRA,92.2
612,Ece ESEN,TUR,2,2017 Grand Prix RCM Ice Dance Free,Lauriault/Le Gac,FRA,87.8
380,Maira ABASOVA,RUS,3,2017 Grand Prix RCM Ice Dance Free,Lauriault/Le Gac,FRA,87.2
328,Jezabel DABOUIS,FRA,4,2017 Grand Prix RCM Ice Dance Free,Lauriault/Le Gac,FRA,94.9
261,Karen BUTCHER,CAN,5,2017 Grand Prix RCM Ice Dance Free,Lauriault/Le Gac,FRA,95.2
122,John MILLIER,USA,6,2017 Grand Prix RCM Ice Dance Free,Lauriault/Le Gac,FRA,94.9
238,Simona SPALLUTO,ITA,7,2017 Grand Prix RCM Ice Dance Free,Lauriault/Le Gac,FRA,86.6
45,Richard KOSINA,CZE,8,2017 Grand Prix RCM Ice Dance Free,Lauriault/Le Gac,FRA,90.8
105,Anna KANTOR,ISR,9,2017 Grand Prix RCM Ice Dance Free,Lauriault/Le Gac,FRA,90.5
5,Alexandre GOROJDANOV,BLR,1,2017 Grand Prix RCM Ice Dance Free,Parsons/Parsons,USA,88.1
612,Ece ESEN,TUR,2,2017 Grand Prix RCM Ice Dance Free,Parsons/Parsons,USA,90.5
380,Maira ABASOVA,RUS,3,2017 Grand Prix RCM Ice Dance Free,Parsons/Parsons,USA,87.3
328,Jezabel DABOUIS,FRA,4,2017 Grand Prix RCM Ice Dance Free,Parsons/Parsons,USA,92.1
261,Karen BUTCHER,CAN,5,2017 Grand Prix RCM Ice Dance Free,Parsons/Parsons,USA,89.8
122,John MILLIER,USA,6,2017 Grand Prix RCM Ice Dance Free,Parsons/Parsons,USA,94.3
238,Simona SPALLUTO,ITA,7,2017 Grand Prix RCM Ice Dance Free,Parsons/Parsons,USA,82.5
45,Richard KOSINA,CZE,8,2017 Grand Prix RCM Ice Dance Free,Parsons/Parsons,USA,93.3
105,Anna KANTOR,ISR,9,2017 Grand Prix RCM Ice Dance Free,Parsons/Parsons,USA,86.6
5,Alexandre GOROJDANOV,BLR,1,2017 Grand Prix RCM Ice Dance Free,Agafonova/Ucar,TUR,92.2
612,Ece ESEN,TUR,2,2017 Grand Prix RCM Ice Dance Free,Agafonova/Ucar,TUR,91.6
380,Maira ABASOVA,RUS,3,2017 Grand Prix RCM Ice Dance Free,Agafonova/Ucar,TUR,91.6
328,Jezabel DABOUIS,FRA,4,2017 Grand Prix RCM Ice Dance Free,Agafonova/Ucar,TUR,84.8
261,Karen BUTCHER,CAN,5,2017 Grand Prix RCM Ice Dance Free,Agafonova/Ucar,TUR,83.7
122,John MILLIER,USA,6,2017 Grand Prix RCM Ice Dance Free,Agafonova/Ucar,TUR,85.7
238,Simona SPALLUTO,ITA,7,2017 Grand Prix RCM Ice Dance Free,Agafonova/Ucar,TUR,86.9
45,Richard KOSINA,CZE,8,2017 Grand Prix RCM Ice Dance Free,Agafonova/Ucar,TUR,86.7
105,Anna KANTOR,ISR,9,2017 Grand Prix RCM Ice Dance Free,Agafonova/Ucar,TUR,86.3
5,Alexandre GOROJDANOV,BLR,1,2017 Grand Prix RCM Ice Dance Free,Kuzmichova/Sinicyn,CZE,82.4
612,Ece ESEN,TUR,2,2017 Grand Prix RCM Ice Dance Free,Kuzmichova/Sinicyn,CZE,79.6
380,Maira ABASOVA,RUS,3,2017 Grand Prix RCM Ice Dance Free,Kuzmichova/Sinicyn,CZE,85.2
328,Jezabel DABOUIS,FRA,4,2017 Grand Prix RCM Ice Dance Free,Kuzmichova/Sinicyn,CZE,83.6
261,Karen BUTCHER,CAN,5,2017 Grand Prix RCM Ice Dance Free,Kuzmichova/Sinicyn,CZE,82
122,John MILLIER,USA,6,2017 Grand Prix RCM Ice Dance Free,Kuzmichova/Sinicyn,CZE,83
238,Simona SPALLUTO,ITA,7,2017 Grand Prix RCM Ice Dance Free,Kuzmichova/Sinicyn,CZE,74.6
45,Richard KOSINA,CZE,8,2017 Grand Prix RCM Ice Dance Free,Kuzmichova/Sinicyn,CZE,85.4
105,Anna KANTOR,ISR,9,2017 Grand Prix RCM Ice Dance Free,Kuzmichova/Sinicyn,CZE,84.3
